基地面積,建築面積,總樓地板面積,建築物高度,建造類別,構造別,地號,樓層用途
100.1,68.32,137.01,6.95,新建,鋼筋混凝土(RC),宜蘭縣蘇澳鎮,樓梯間、水箱
130.0,60.32,177.28,10.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
130.0,60.32,177.28,10.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
130.0,60.32,177.28,10.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
151.0,56.87,195.56,10.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
151.0,56.87,195.56,10.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
151.0,56.87,195.56,10.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
151.0,56.87,195.56,10.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,樓梯間
118.0,60.32,177.28,10.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
118.0,60.32,177.28,10.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
118.0,60.32,177.28,10.7,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
355.61,166.46,166.46,8.26,新建,鋼骨造,宜蘭縣五結鄉,H2住宅
161.0,107.19,107.19,3.5,新建,鋼骨造,宜蘭縣羅東鎮,H2住宅
73.5,49.77,149.31,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
73.5,49.77,149.31,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
73.5,49.77,149.31,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
85.4,57.83,173.49,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
85.4,57.83,173.49,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
85.4,57.83,173.49,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
85.4,57.83,173.49,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
85.4,57.83,173.49,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
85.4,57.83,173.49,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
88.7,57.83,173.49,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
88.7,57.83,173.49,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
88.7,57.83,173.49,10.3,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
1322.0,101.36,288.87,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2農舍
1322.0,101.36,288.87,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2農舍
1322.0,101.36,288.87,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2農舍
1322.0,101.36,288.87,10.5,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,樓梯間
532.4,136.0,136.0,3.65,新建,鋼骨造,宜蘭縣礁溪鄉,H2臨時住宅
282.83,76.30000000000001,226.47,8.0,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,騎樓
282.83,76.30000000000001,226.47,8.0,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G3店舖(＜500㎡)
282.83,76.30000000000001,226.47,8.0,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
282.83,76.30000000000001,226.47,8.0,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
95.2,54.55,159.13,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
95.2,54.55,159.13,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
95.2,54.55,159.13,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
87.05,48.59,127.77,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
87.05,48.59,127.77,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
87.05,48.59,127.77,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
87.05,48.59,127.77,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
87.05,48.59,127.77,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
87.05,48.59,127.77,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
157.34,93.89,281.67,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
157.34,93.89,281.67,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
157.34,93.89,281.67,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
88.12,43.76,116.26,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
88.12,43.76,116.26,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
88.12,43.76,116.26,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
12116.7,6003.65,35407.92,23.25,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G2政府機關
12116.7,6003.65,35407.92,23.25,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G2政府機關
12116.7,6003.65,35407.92,23.25,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G2政府機關
12116.7,6003.65,35407.92,23.25,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G2政府機關
12116.7,6003.65,35407.92,23.25,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G2政府機關
12116.7,6003.65,35407.92,23.25,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,G2政府機關
12116.7,6003.65,35407.92,23.25,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,停車空間、儲藏室、機房
12116.7,6003.65,35407.92,23.25,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,防空避難室兼停車空間、儲藏室、機房
122.37,72.98,243.9,10.65,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
122.37,72.98,243.9,10.65,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
122.37,72.98,243.9,10.65,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
122.37,72.98,243.9,10.65,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
121.19,69.76,180.41,10.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
121.19,69.76,180.41,10.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
121.19,69.76,180.41,10.9,新建,鋼筋混凝土(RC),宜蘭縣三星鄉,H2住宅
1880.0,134.24,332.75,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
1880.0,134.24,332.75,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
1880.0,134.24,332.75,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
1880.0,134.24,332.75,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,樓梯間
37169.5,4276.78,8895.85,11.9,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,C2工廠、廠房附屬辦公室
37169.5,4276.78,8895.85,11.9,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,C2工廠、廠房附屬員工餐廳
37169.5,4276.78,8895.85,11.9,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,電梯間、機械室
37169.5,4276.78,8895.85,11.9,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,水箱
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,G3店鋪、停車空間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,樓梯間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,水箱
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,G3店鋪、停車空間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,樓梯間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,水箱
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,樓梯間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,水箱
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,樓梯間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,水箱
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,樓梯間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,水箱
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,樓梯間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,水箱
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,樓梯間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,水箱
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,樓梯間
850.44,431.21,1861.14,19.4,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,水箱
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,停車空間、機電設備、緊急昇降機間、排煙室、安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,防空避難室兼停車空間、機電設備、緊急昇降機間、、排煙室、安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,管委會使用空間、門廳、戶外安全梯、昇降設備、梯廳、、垃圾儲藏室、車道、G3店舖
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,G3店舖
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅、梯廳、昇降設備、戶外安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅、梯廳、昇降設備、戶外安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅、梯廳、昇降設備、戶外安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅、梯廳、昇降設備、戶外安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅、梯廳、昇降設備、戶外安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅、梯廳、昇降設備、戶外安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅、梯廳、昇降設備、戶外安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅、梯廳、昇降設備、戶外安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,H2集合住宅、梯廳、昇降設備、戶外安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,梯廳、緊急昇降機間、排煙室、特別安全梯
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,樓梯間、機械室、水錶室
2284.0,1279.14,10330.36,38.75,新建,鋼筋混凝土(RC),宜蘭縣羅東鎮,樓梯間、機械室、水箱
2486.4,1491.82,7432.93,14.0,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,停車空間
2486.4,1491.82,7432.93,14.0,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2486.4,1491.82,7432.93,14.0,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2486.4,1491.82,7432.93,14.0,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2486.4,1491.82,7432.93,14.0,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
2486.4,1491.82,7432.93,14.0,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,樓梯間、機械室
2486.4,1491.82,7432.93,14.0,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,樓梯間、機械室
86889.75,956.63,956.63,8.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,動物寮舍
86889.75,956.63,956.63,8.1,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,動物寮舍
86889.75,2018.82,2078.63,7.24,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,動物寮舍(雞、豬及配種豬舍，飼料儲藏區)
86889.75,2018.82,2078.63,7.24,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,D4大學類附屬宿舍
86889.75,2018.82,2078.63,7.24,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,D4宿舍附屬水箱室
86889.75,2018.82,2078.63,7.24,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,廁所
3004.3,1799.64,7423.66,17.91,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,停車空間，機房
3004.3,1799.64,7423.66,17.91,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H1宿舍(活動空間，廚房)
3004.3,1799.64,7423.66,17.91,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H1宿舍(活動空間)
3004.3,1799.64,7423.66,17.91,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H1宿舍(活動空間)
3004.3,1799.64,7423.66,17.91,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H1宿舍(房間)
3004.3,1799.64,7423.66,17.91,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,機房
157.92,91.85,246.21,10.9,新建,鋼筋混凝土(RC),宜蘭縣頭城鎮,H2住宅
157.92,91.85,246.21,10.9,新建,鋼筋混凝土(RC),宜蘭縣頭城鎮,H2住宅
157.92,91.85,246.21,10.9,新建,鋼筋混凝土(RC),宜蘭縣頭城鎮,H2住宅
131.0,78.07,254.56,10.6,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
131.0,78.07,254.56,10.6,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
131.0,78.07,254.56,10.6,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
131.0,78.07,254.56,10.6,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
131.0,78.07,254.56,10.6,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,水箱
510.12,305.89,611.78,8.0,新建,鋼骨造,宜蘭縣五結鄉,H2住宅
510.12,305.89,611.78,8.0,新建,鋼骨造,宜蘭縣五結鄉,H2住宅
1820.17,94.4,188.8,7.2,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2農舍
1820.17,94.4,188.8,7.2,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2農舍
202.58,86.21,301.31,11.2,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
202.58,86.21,301.31,11.2,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
202.58,86.21,301.31,11.2,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
202.58,86.21,301.31,11.2,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,電梯間
202.58,86.21,301.31,11.2,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,電梯間
298.35,158.0,461.12,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,停車空間、H2住宅
298.35,158.0,461.12,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
298.35,158.0,461.12,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
298.35,158.0,461.12,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
290.57,159.74,470.72,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,停車空間、H2住宅
290.57,159.74,470.72,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
290.57,159.74,470.72,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
290.57,159.74,470.72,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
298.7,149.92,439.84,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,停車空間、H2住宅
298.7,149.92,439.84,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
298.7,149.92,439.84,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,H2住宅
298.7,149.92,439.84,10.0,新建,鋼筋混凝土(RC),宜蘭縣宜蘭市,樓梯間
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
76.08,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
101.3,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
101.3,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
101.3,43.78,115.86,9.95,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
1500.0,203.5,203.5,4.47,新建,鋼鐵造有牆,宜蘭縣三星鄉,H2住宅
112.97,57.82,166.07,10.05,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
112.97,57.82,166.07,10.05,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
112.97,57.82,166.07,10.05,新建,鋼筋混凝土(RC),宜蘭縣冬山鄉,H2住宅
1669.0,125.65,296.27,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
1669.0,125.65,296.27,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
1669.0,125.65,296.27,10.5,新建,鋼筋混凝土(RC),宜蘭縣壯圍鄉,H2農舍
375.12,79.48,342.4,13.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
375.12,79.48,342.4,13.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
375.12,79.48,342.4,13.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
375.12,79.48,342.4,13.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
375.12,79.48,342.4,13.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
375.12,79.48,342.4,13.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
375.12,79.48,342.4,13.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
375.12,79.48,342.4,13.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
375.12,79.48,342.4,13.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
375.12,79.48,342.4,13.5,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,樓梯間
21111.0,3032.4,6527.4,19.25,增建,鋼骨造，鋼筋混凝土(RC),宜蘭縣冬山鄉,C2作業廠房
21111.0,3032.4,6527.4,19.25,增建,鋼骨造，鋼筋混凝土(RC),宜蘭縣冬山鄉,C2作業廠房
21111.0,3032.4,6527.4,19.25,增建,鋼骨造，鋼筋混凝土(RC),宜蘭縣冬山鄉,C2作業廠房
21111.0,3032.4,6527.4,19.25,增建,鋼骨造，鋼筋混凝土(RC),宜蘭縣冬山鄉,C2作業廠房(樓梯間.水箱室.空調機房)
21111.0,3032.4,6527.4,19.25,增建,鋼骨造，鋼筋混凝土(RC),宜蘭縣冬山鄉,C2作業廠房(倉庫)
21111.0,3032.4,6527.4,19.25,增建,鋼骨造，鋼筋混凝土(RC),宜蘭縣冬山鄉,C2作業廠房(倉庫)
21111.0,3032.4,6527.4,19.25,增建,鋼骨造，鋼筋混凝土(RC),宜蘭縣冬山鄉,機械室
21111.0,3032.4,6527.4,19.25,增建,鋼骨造，鋼筋混凝土(RC),宜蘭縣冬山鄉,水箱
264.46,114.6,304.54,10.9,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
264.46,114.6,304.54,10.9,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
264.46,114.6,304.54,10.9,新建,鋼筋混凝土(RC),宜蘭縣五結鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅、停車空間(40.39㎡)
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,H2住宅
367.0,187.82,475.32,13.65,新建,鋼筋混凝土(RC),宜蘭縣員山鄉,設備空間
26127.62,23.66,36.92,7.8,增建,鋼筋混凝土(RC),宜蘭縣宜蘭市,D3通廊
26127.62,23.66,36.92,7.8,增建,鋼筋混凝土(RC),宜蘭縣宜蘭市,D3通廊
498.27,29.25,29.25,3.19,新建,鋼骨造,宜蘭縣宜蘭市,H2【住宅類場所】
6269.56,1726.5,27082.18,64.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,停車空間
6269.56,1726.5,27082.18,64.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,停車空間
6269.56,1726.5,27082.18,64.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,停車空間
6269.56,1726.5,27082.18,64.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,管委會及公共服務空間
6269.56,1726.5,27082.18,64.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
6269.56,1726.5,27082.18,64.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
6269.56,1726.5,27082.18,64.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
6269.56,1726.5,27082.18,64.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
6269.56,1726.5,27082.18,64.8,新建,鋼筋混凝土(RC),宜蘭縣礁溪鄉,H2集合住宅
